time_sec,x,y,theta_deg,left_dist,right_dist,front_dist
0.032,0.0,0.0,0.0,66.8,63.8,70.0
0.064,0.0041,0.0,0.0,70.2,71.7,67.1
0.096,0.0082,0.0,0.0,69.7,62.7,65.0
0.128,0.0124,0.0,0.0,63.4,65.0,70.8
0.16,0.0165,0.0,0.0,64.2,63.7,64.9
0.192,0.0205,0.0,0.0,69.3,57.4,59.9
0.224,0.0246,0.0,0.0,67.6,71.9,65.0
0.256,0.0287,0.0,0.0,54.7,67.1,72.5
0.288,0.0328,0.0,0.0,64.6,61.4,68.8
0.32,0.0369,0.0,0.0,70.8,74.1,63.7
0.352,0.0411,0.0,0.0,65.6,69.7,66.6
0.384,0.0452,0.0,0.0,67.0,60.3,73.5
0.416,0.0493,0.0,0.0,72.4,62.2,68.5
0.448,0.0534,0.0,0.0,71.0,66.0,69.8
0.48,0.0574,0.0,0.0,68.3,69.3,65.4
0.512,0.0615,0.0,0.0,62.7,67.1,63.6
0.544,0.0657,0.0,0.0,69.8,69.3,67.3
0.576,0.0698,0.0,0.0,69.3,64.0,67.0
0.608,0.0739,0.0,0.0,66.0,67.9,64.7
0.64,0.078,0.0,0.0,70.0,65.8,70.4
0.672,0.0821,0.0,0.0,58.0,62.9,65.2
0.704,0.0863,0.0,0.0,66.5,68.0,68.8
0.736,0.0904,0.0,0.0,70.1,62.5,71.4
0.768,0.0944,0.0,0.0,63.8,72.2,59.8
0.8,0.0985,0.0,0.0,64.5,66.5,67.0
0.832,0.1026,0.0,0.0,69.8,70.1,71.0
0.864,0.1067,0.0,0.0,68.8,69.0,64.2
0.896,0.1108,0.0,0.0,64.0,64.1,61.0
0.928,0.115,0.0,0.0,69.3,64.7,77.7
0.96,0.1191,0.0,0.0,75.1,68.0,71.8
0.992,0.1232,0.0,0.0,65.8,68.1,67.7
1.024,0.1273,0.0,0.0,60.4,65.0,71.6
1.056,0.1313,0.0,0.0,70.5,68.8,62.7
1.088,0.1354,0.0,0.0,65.1,66.5,70.9
1.12,0.1396,0.0,0.0,63.9,68.5,68.1
1.152,0.1437,0.0,0.0,57.6,65.6,72.8
1.184,0.1478,0.0,0.0,61.9,59.9,63.0
1.216,0.1519,0.0,0.0,62.8,73.3,68.4
1.248,0.156,0.0,0.0,75.6,62.1,67.7
1.28,0.1602,0.0,0.0,63.0,64.7,67.8
1.312,0.1643,0.0,0.0,76.0,59.6,61.1
1.344,0.1684,0.0,0.0,64.5,69.7,66.5
1.376,0.1724,0.0,0.0,69.7,69.9,74.5
1.408,0.1765,0.0,0.0,69.9,66.8,103.0
1.44,0.1766,-0.0,-8.77,56.1,58.8,115.9
1.472,0.1766,-0.0,-17.68,66.7,67.8,113.4
1.504,0.1766,-0.0,-26.58,66.6,67.2,105.3
1.536,0.1765,0.0,-35.35,63.9,69.4,105.6
1.568,0.1766,-0.0,-44.12,68.8,64.7,84.6
1.6,0.1766,-0.0,-53.03,64.0,76.0,81.4
1.632,0.1766,-0.0,-61.93,69.0,64.8,65.1
1.664,0.1775,-0.0021,-65.83,71.6,67.1,63.9
1.696,0.1783,-0.0043,-69.73,70.7,61.7,75.7
1.728,0.179,-0.0065,-73.48,68.1,67.9,86.8
1.76,0.179,-0.0065,-82.39,63.2,64.3,84.6
1.792,0.179,-0.0065,-91.3,67.1,69.9,82.2
1.824,0.179,-0.0065,-100.21,66.3,64.0,86.5
1.856,0.1789,-0.0065,-108.97,66.3,66.9,88.7
1.888,0.1789,-0.0065,-117.88,72.4,62.3,95.1
1.92,0.1789,-0.0065,-126.79,66.0,68.2,87.7
1.952,0.179,-0.0065,-135.56,67.8,66.7,74.6
1.984,0.1772,-0.008,-139.45,72.3,66.8,72.2
2.016,0.1754,-0.0094,-143.35,62.4,73.2,69.7
2.048,0.1734,-0.0106,-147.25,65.4,67.4,60.9
2.08,0.1714,-0.0117,-151.14,68.2,70.1,70.0
2.112,0.1693,-0.0127,-155.04,69.2,66.1,68.2
2.144,0.1671,-0.0136,-158.94,63.6,71.6,75.6
2.176,0.1649,-0.0142,-162.83,64.2,69.9,66.8
2.208,0.1627,-0.0148,-166.59,68.0,72.0,70.0
2.24,0.1604,-0.0151,-170.49,89.2,62.4,74.7
2.272,0.1581,-0.0154,-174.39,112.6,65.4,69.1
2.304,0.1558,-0.0154,-178.28,122.5,72.6,71.5
2.336,0.1535,-0.0154,-182.18,119.9,71.5,62.6
2.368,0.1512,-0.0151,-186.08,117.6,65.9,71.3
2.4,0.1489,-0.0147,-189.97,118.7,63.2,68.4
2.432,0.1466,-0.0141,-193.87,120.9,64.5,64.7
2.464,0.1444,-0.0134,-197.77,117.5,63.1,65.3
2.496,0.1423,-0.0126,-201.52,114.2,69.2,66.2
2.528,0.1403,-0.0116,-205.42,140.4,64.4,70.8
2.56,0.1382,-0.0105,-209.32,156.0,66.9,65.6
2.592,0.1363,-0.0092,-213.22,156.7,67.5,71.1
2.624,0.1344,-0.0078,-217.11,162.8,68.7,69.1
2.656,0.1327,-0.0063,-221.01,165.7,71.7,71.9
2.688,0.1311,-0.0047,-224.91,170.8,61.1,70.3
2.72,0.1295,-0.0029,-228.8,159.6,63.9,69.7
2.752,0.1282,-0.0011,-232.56,163.0,64.5,71.0
2.784,0.1269,0.0008,-236.46,172.5,66.4,66.8
2.816,0.1257,0.0028,-240.35,186.6,68.7,69.8
2.848,0.1247,0.0049,-244.25,192.4,67.2,68.9
2.88,0.1239,0.0071,-248.15,216.5,64.7,70.3
2.912,0.1232,0.0093,-252.05,208.8,71.4,75.6
2.944,0.1226,0.0115,-255.94,204.3,62.0,68.5
2.976,0.1222,0.0138,-259.84,213.4,78.1,68.1
3.008,0.1219,0.0161,-263.74,208.4,69.4,65.0
3.04,0.1218,0.0183,-267.49,196.9,65.2,66.9
3.072,0.1219,0.0207,-271.39,219.9,70.2,68.1
3.104,0.1221,0.023,-275.29,226.1,62.6,65.3
3.136,0.1225,0.0253,-279.18,212.0,68.1,65.4
3.168,0.123,0.0275,-283.08,219.2,67.5,69.5
3.2,0.1239,0.0315,-283.08,213.7,71.9,67.8
3.232,0.1246,0.0337,-286.98,204.0,71.6,65.1
3.264,0.1258,0.0377,-286.98,202.2,71.6,64.6
3.296,0.1266,0.0398,-290.74,221.5,67.2,61.3
3.328,0.1276,0.0419,-294.63,203.6,67.8,71.7
3.36,0.1293,0.0456,-294.63,210.9,70.0,61.2
3.392,0.131,0.0493,-294.77,203.2,69.3,68.9
3.424,0.1327,0.0531,-294.77,198.6,71.3,68.5
3.456,0.1338,0.0551,-298.67,195.9,67.2,66.6
3.488,0.1358,0.0587,-298.67,194.0,67.5,63.6
3.52,0.1378,0.0623,-298.67,181.8,68.8,68.6
3.552,0.1397,0.0659,-298.53,176.5,63.7,64.4
3.584,0.1417,0.0695,-298.53,167.7,66.6,63.2
3.616,0.1436,0.0731,-298.53,172.7,64.1,62.1
3.648,0.1456,0.0767,-298.53,163.6,66.8,66.5
3.68,0.1476,0.0804,-298.53,159.9,67.2,64.8
3.712,0.1495,0.084,-298.53,162.0,68.8,65.2
3.744,0.1515,0.0875,-298.67,151.4,68.5,72.9
3.776,0.1535,0.0912,-298.67,64.1,65.2,65.9
3.808,0.1544,0.0933,-294.77,148.4,69.4,70.6
3.84,0.1562,0.097,-294.77,103.6,67.2,68.0
3.872,0.1579,0.1007,-294.77,168.3,65.0,67.1
3.904,0.1596,0.1044,-294.63,67.5,67.2,67.8
3.936,0.1604,0.1066,-290.74,68.8,69.7,66.5
3.968,0.1611,0.1088,-286.84,78.3,66.3,62.8
4.0,0.1616,0.111,-283.08,146.2,69.8,70.4
4.032,0.1625,0.115,-283.08,62.1,61.4,60.4
4.064,0.1629,0.1173,-279.18,68.8,66.1,70.2
4.096,0.1631,0.1196,-275.29,114.8,72.8,63.5
4.128,0.1635,0.1237,-275.29,79.9,67.8,63.1
4.16,0.1635,0.126,-271.39,93.8,69.2,67.2
4.192,0.1636,0.1301,-271.53,72.7,64.1,64.6
4.224,0.1635,0.1325,-267.49,69.0,66.8,67.4
4.256,0.1633,0.1347,-263.74,88.7,69.7,65.3
4.288,0.1628,0.1388,-263.74,56.2,72.8,63.8
4.32,0.1624,0.1411,-259.84,78.4,63.8,69.7
4.352,0.1619,0.1433,-255.94,94.7,66.1,65.5
4.384,0.1609,0.1473,-255.94,106.3,69.1,64.4
4.416,0.1599,0.1513,-255.94,109.8,63.3,59.2
4.448,0.1589,0.1553,-256.08,117.5,64.8,74.6
4.48,0.1579,0.1592,-255.94,110.1,69.1,68.6
4.512,0.1569,0.1632,-255.94,86.7,65.4,69.1
4.544,0.1559,0.1672,-255.94,67.9,61.0,67.7
4.576,0.1552,0.1694,-252.05,66.9,69.5,65.4
4.608,0.1543,0.1715,-248.15,65.9,65.6,64.1
4.64,0.1533,0.1736,-244.25,71.0,66.8,69.7
4.672,0.1522,0.1756,-240.35,82.6,68.9,65.7
4.704,0.1501,0.1792,-240.35,68.3,68.9,64.5
4.736,0.1489,0.1811,-236.6,66.4,70.7,64.8
4.768,0.1475,0.1829,-232.7,76.7,73.8,70.3
4.8,0.146,0.1847,-228.8,94.6,71.1,66.9
4.832,0.1433,0.1878,-228.8,67.5,70.7,67.4
4.864,0.1416,0.1894,-224.91,65.6,63.7,64.0
4.896,0.1399,0.1909,-221.01,66.1,67.1,61.8
4.928,0.138,0.1923,-217.11,66.4,61.0,63.9
4.96,0.1361,0.1936,-213.22,67.2,68.5,72.6
4.992,0.1341,0.1947,-209.46,61.2,64.8,61.4
5.024,0.132,0.1957,-205.56,74.7,62.3,66.1
5.056,0.1299,0.1966,-201.66,87.1,67.5,64.1
5.088,0.126,0.1981,-201.66,68.8,67.2,62.0
5.12,0.1238,0.1988,-197.77,58.7,66.3,68.4
5.152,0.1216,0.1994,-193.87,61.7,69.3,63.5
5.184,0.1193,0.1998,-189.97,69.8,65.8,71.2
5.216,0.117,0.2,-186.08,67.9,73.1,76.5
5.248,0.1148,0.2001,-182.32,67.9,66.3,68.7
5.28,0.1124,0.2,-178.42,78.0,74.5,69.0
5.312,0.1101,0.1998,-174.53,84.2,71.4,68.2
5.344,0.106,0.1994,-174.53,64.8,66.2,75.1
5.376,0.1037,0.199,-170.63,64.4,60.5,69.3
5.408,0.1015,0.1985,-166.73,65.3,68.2,66.4
5.44,0.0993,0.1978,-162.83,71.2,66.4,67.3
5.472,0.0971,0.197,-158.94,72.0,60.9,65.8
5.504,0.0951,0.1961,-155.18,72.1,64.0,61.6
5.536,0.093,0.1949,-151.28,61.9,69.9,72.3
5.568,0.0911,0.1937,-147.39,71.5,69.4,69.1
5.6,0.0892,0.1923,-143.49,68.4,69.3,70.1
5.632,0.0875,0.1908,-139.59,64.9,67.0,67.1
5.664,0.0858,0.1892,-135.7,69.1,69.7,63.7
5.696,0.0843,0.1875,-131.8,68.9,74.3,67.6
5.728,0.0828,0.1856,-127.9,71.6,70.1,71.1
5.76,0.0815,0.1837,-124.0,70.4,66.8,66.9
5.792,0.0804,0.1818,-120.25,67.5,66.9,60.7
5.824,0.0794,0.1797,-116.35,77.2,64.3,70.8
5.856,0.0785,0.1775,-112.45,69.9,70.5,70.5
5.888,0.0777,0.1754,-108.56,71.2,69.2,64.3
5.92,0.0772,0.1731,-104.66,69.6,67.2,66.7
5.952,0.0767,0.1708,-100.76,73.8,70.6,70.5
5.984,0.0765,0.1685,-96.87,72.5,66.3,62.6
6.016,0.0763,0.1662,-92.97,67.2,62.8,69.1
6.048,0.0764,0.164,-89.21,76.7,71.4,63.3
6.08,0.0766,0.1617,-85.31,71.0,72.8,66.3
6.112,0.0769,0.1594,-81.42,68.7,70.2,64.8
6.144,0.0774,0.1571,-77.52,68.6,65.3,66.9
6.176,0.0781,0.1549,-73.62,64.1,67.7,68.1
6.208,0.0789,0.1527,-69.73,74.1,67.2,67.2
6.24,0.0798,0.1506,-65.83,70.1,64.8,64.1
6.272,0.0809,0.1485,-61.93,72.0,69.4,64.4
6.304,0.0821,0.1466,-58.04,74.5,70.0,70.0
6.336,0.0834,0.1447,-54.28,68.9,67.7,63.5
6.368,0.0849,0.143,-50.38,77.1,70.2,61.0
6.4,0.0865,0.1413,-46.48,61.2,66.2,66.4
6.432,0.0882,0.1397,-42.59,64.9,67.9,68.4
6.464,0.09,0.1383,-38.69,72.1,70.1,65.2
6.496,0.0919,0.1369,-34.79,72.0,66.9,68.6
6.528,0.0939,0.1358,-30.9,78.9,65.3,68.8
6.56,0.096,0.1347,-27.0,71.1,65.9,70.4
6.592,0.0981,0.1338,-23.1,72.8,71.9,65.6
6.624,0.1002,0.133,-19.35,69.9,64.8,72.7
6.656,0.1025,0.1324,-15.45,64.1,70.4,73.6
6.688,0.1047,0.132,-11.55,69.1,68.8,70.1
6.72,0.107,0.1317,-7.65,73.3,66.5,64.3
6.752,0.1094,0.1315,-3.76,64.2,69.0,62.5
6.784,0.1117,0.1315,0.14,71.7,67.0,66.0
6.816,0.114,0.1317,4.04,72.5,66.7,68.6
6.848,0.1163,0.132,7.93,69.7,72.3,69.3
6.88,0.1185,0.1325,11.69,70.9,71.5,68.3
6.912,0.1207,0.1331,15.59,69.0,59.9,73.8
6.944,0.1229,0.1335,11.83,70.4,67.2,64.5
6.976,0.1252,0.1339,7.93,93.5,67.6,69.6
7.008,0.1275,0.134,4.04,104.3,66.9,72.5
7.04,0.1298,0.134,0.14,104.9,65.4,70.8
7.072,0.134,0.134,0.14,110.5,62.5,69.6
7.104,0.1381,0.134,0.14,108.4,59.9,64.1
7.136,0.1422,0.1341,0.14,116.0,68.6,67.5
7.168,0.1445,0.1339,-3.76,118.9,64.7,67.9
7.2,0.1486,0.1336,-3.62,118.3,74.1,70.0
7.232,0.1527,0.1334,-3.62,122.7,62.6,63.4
7.264,0.1568,0.1331,-3.62,119.0,65.5,70.0
7.296,0.1591,0.1328,-7.52,119.6,57.4,67.2
7.328,0.1614,0.1324,-11.41,128.0,63.1,70.3
7.36,0.1653,0.1316,-11.55,123.2,71.8,66.6
7.392,0.1694,0.1307,-11.55,134.1,68.4,66.4
7.424,0.1716,0.1301,-15.45,128.5,62.8,64.1
7.456,0.1755,0.129,-15.31,135.0,70.2,67.1
7.488,0.1795,0.128,-15.31,130.5,67.0,68.8
7.52,0.1835,0.1269,-15.31,140.7,71.9,67.2
7.552,0.1874,0.1258,-15.31,141.5,69.6,62.2
7.584,0.1914,0.1247,-15.31,133.5,69.6,71.9
7.616,0.1954,0.1236,-15.31,141.1,69.3,72.1
7.648,0.1993,0.1225,-15.31,143.7,71.1,70.3
7.68,0.2033,0.1214,-15.31,139.4,70.4,71.6
7.712,0.2072,0.1203,-15.45,140.7,67.8,62.2
7.744,0.2112,0.1192,-15.45,143.9,70.2,65.9
7.776,0.2151,0.1182,-15.31,142.8,65.2,70.5
7.808,0.2191,0.1171,-15.31,145.8,67.8,68.8
7.84,0.2231,0.116,-15.31,139.5,64.7,69.5
7.872,0.227,0.1149,-15.31,151.3,67.6,66.2
7.904,0.231,0.1138,-15.31,158.3,66.3,66.8
7.936,0.2332,0.1131,-19.21,156.8,66.4,66.6
7.968,0.2371,0.1117,-19.21,151.0,62.4,69.8
8.0,0.241,0.1104,-19.21,149.6,64.5,62.0
8.032,0.2447,0.109,-19.21,146.6,64.8,71.5
8.064,0.2486,0.1077,-19.21,156.4,61.7,68.3
8.096,0.2525,0.1063,-19.21,157.6,65.6,69.3
8.128,0.2564,0.105,-19.21,151.4,66.2,66.6
8.16,0.2603,0.1036,-19.21,152.0,67.9,69.1
8.192,0.2642,0.1023,-19.21,160.2,69.0,60.6
8.224,0.2681,0.1009,-19.21,153.7,66.2,65.7
8.256,0.272,0.0996,-19.21,145.7,63.7,68.3
8.288,0.2759,0.0982,-19.21,152.0,66.5,68.6
8.32,0.2798,0.0968,-19.21,148.9,65.3,66.9
8.352,0.2835,0.0955,-19.21,147.5,65.3,70.6
8.384,0.2874,0.0942,-19.21,146.8,68.4,64.4
8.416,0.2913,0.0928,-19.21,152.3,64.9,71.9
8.448,0.2952,0.0915,-19.21,146.8,68.0,67.2
8.48,0.2991,0.0901,-19.21,153.6,69.4,65.7
8.512,0.303,0.0888,-19.21,149.9,72.6,67.7
8.544,0.3069,0.0874,-19.21,144.1,72.6,64.2
8.576,0.3108,0.086,-19.21,152.8,70.0,68.2
8.608,0.3147,0.0847,-19.21,150.4,70.7,61.5
8.64,0.3184,0.0834,-19.21,143.1,65.7,67.4
8.672,0.3223,0.082,-19.21,153.8,65.1,68.9
8.704,0.3262,0.0807,-19.21,144.3,72.2,66.0
8.736,0.3301,0.0793,-19.21,142.7,63.7,71.5
8.768,0.334,0.078,-19.21,141.9,68.0,69.7
8.8,0.3379,0.0766,-19.21,62.4,69.9,66.1
8.832,0.3401,0.076,-15.31,60.1,67.3,66.9
8.864,0.3424,0.0755,-11.41,135.7,66.1,71.0
8.896,0.3464,0.0747,-11.41,67.9,64.2,63.7
8.928,0.3486,0.0744,-7.65,67.5,69.5,65.4
8.96,0.351,0.0743,-3.76,66.0,63.0,63.0
8.992,0.3533,0.0743,0.14,138.4,71.5,70.3
9.024,0.3574,0.0743,0.14,70.9,68.9,69.7
9.056,0.3597,0.0744,4.04,113.8,64.3,70.6
9.088,0.3638,0.0747,4.04,67.6,63.8,62.6
9.12,0.3661,0.0751,7.93,62.1,66.0,70.6
9.152,0.3683,0.0755,11.69,66.1,68.5,65.5
9.184,0.3706,0.0761,15.59,65.9,64.6,64.0
9.216,0.3727,0.0769,19.48,117.7,68.5,69.0
9.248,0.3766,0.0783,19.62,114.3,64.6,69.9
9.28,0.3804,0.0796,19.62,70.5,66.5,66.0
9.312,0.3826,0.0806,23.52,65.3,62.4,66.7
9.344,0.3846,0.0816,27.28,66.4,69.2,68.9
9.376,0.3865,0.0828,31.18,71.4,66.6,68.3
9.408,0.3884,0.0841,35.07,73.4,64.5,66.6
9.44,0.3902,0.0856,38.97,119.9,72.8,67.6
9.472,0.3934,0.0882,38.97,61.9,68.2,67.7
9.504,0.3951,0.0898,42.87,71.2,63.6,63.0
9.536,0.3967,0.0914,46.76,111.0,62.2,66.1
9.568,0.3996,0.0945,46.76,65.2,66.9,66.3
9.6,0.401,0.0962,50.66,63.5,71.0,67.4
9.632,0.4023,0.0981,54.42,70.1,61.7,67.5
9.664,0.4036,0.1,58.31,62.6,70.1,62.4
9.696,0.4046,0.1021,62.21,71.8,69.5,63.2
9.728,0.4056,0.1042,66.11,70.9,63.5,69.4
9.76,0.4064,0.1064,70.0,71.5,70.0,65.0
9.792,0.407,0.1086,73.9,65.8,67.3,69.8
9.824,0.4075,0.1109,77.8,68.2,66.1,64.1
9.856,0.4078,0.1132,81.7,65.1,66.4,66.8
9.888,0.408,0.1154,85.45,71.6,68.8,73.5
9.92,0.408,0.1177,89.35,69.3,66.8,65.4
9.952,0.4079,0.1201,93.25,69.9,64.1,61.5
9.984,0.4076,0.1224,97.14,62.0,65.5,64.6
10.016,0.4072,0.1246,101.04,118.9,69.9,63.1
10.048,0.4064,0.1287,101.04,66.7,62.6,62.0
10.08,0.4058,0.1309,104.94,65.7,72.5,63.1
10.112,0.405,0.1331,108.83,68.3,63.4,65.5
10.144,0.4041,0.1352,112.73,66.9,72.1,70.3
10.176,0.4031,0.1373,116.49,69.1,67.0,64.8
10.208,0.402,0.1393,120.39,60.0,68.0,68.6
10.24,0.4007,0.1412,124.28,64.4,66.4,68.2
10.272,0.3992,0.143,128.18,113.9,68.3,64.9
10.304,0.3967,0.1462,128.18,67.9,71.7,69.3
10.336,0.3951,0.148,132.08,69.2,62.2,60.3
10.368,0.3935,0.1496,135.97,70.1,68.7,65.6
10.4,0.3917,0.1511,139.87,62.1,61.7,68.6
10.432,0.3899,0.1524,143.63,67.8,71.4,67.3
10.464,0.3879,0.1536,147.53,65.0,63.8,63.4
10.496,0.3859,0.1547,151.42,62.8,71.9,64.9
10.528,0.3838,0.1557,155.32,66.4,66.0,63.6
10.56,0.3816,0.1565,159.22,63.1,65.3,69.3
10.592,0.3794,0.1572,163.11,66.8,67.1,62.1
10.624,0.3771,0.1577,167.01,65.9,69.4,67.2
10.656,0.3749,0.1581,170.91,68.6,68.1,63.6
10.688,0.3725,0.1583,174.8,72.1,71.7,66.5
10.72,0.3703,0.1584,178.56,65.8,69.1,66.4
10.752,0.368,0.1583,182.46,63.8,67.9,70.8
10.784,0.3657,0.158,186.35,66.9,68.3,70.3
10.816,0.3634,0.1576,190.25,64.6,60.5,67.9
10.848,0.3611,0.157,194.15,67.9,66.4,71.7
10.88,0.3589,0.1563,198.05,67.6,69.4,63.6
10.912,0.3568,0.1554,201.94,69.1,63.9,70.7
10.944,0.3547,0.1544,205.84,61.7,68.1,68.0
10.976,0.3527,0.1533,209.74,72.9,72.5,67.7
11.008,0.3508,0.152,213.49,68.2,68.3,68.1
11.04,0.349,0.1506,217.39,65.2,71.4,70.0
11.072,0.3472,0.1491,221.29,112.6,67.7,68.9
11.104,0.3441,0.1464,221.29,62.6,68.2,64.5
11.136,0.3425,0.1447,225.18,68.4,70.2,68.3
11.168,0.341,0.143,229.08,66.1,67.8,62.7
11.2,0.3396,0.1411,232.98,62.5,68.6,73.4
11.232,0.3383,0.1392,236.88,63.7,62.5,68.1
11.264,0.3372,0.1372,240.63,64.3,71.9,63.2
11.296,0.3362,0.1351,244.53,68.7,67.2,69.5
11.328,0.3354,0.133,248.43,72.4,69.3,69.0
11.36,0.3347,0.1308,252.32,105.4,71.6,68.2
11.392,0.3334,0.1269,252.32,65.0,67.2,70.0
11.424,0.3329,0.1246,256.22,71.1,68.9,67.7
11.456,0.3325,0.1223,260.12,70.3,62.0,65.8
11.488,0.3322,0.12,264.01,67.0,70.2,63.4
11.52,0.3321,0.1177,267.91,69.3,69.0,68.1
11.552,0.3322,0.1155,271.81,68.5,68.2,70.6
11.584,0.3324,0.1132,275.71,65.9,62.0,73.3
11.616,0.3328,0.1109,279.6,70.2,65.0,71.5
11.648,0.3334,0.1087,283.5,63.8,66.7,69.6
11.68,0.3341,0.1065,287.4,69.2,73.9,64.9
11.712,0.3349,0.1043,291.29,68.8,65.0,72.7
11.744,0.3359,0.1022,295.19,68.2,66.9,64.6
11.776,0.337,0.1002,299.09,64.0,69.7,67.1
11.808,0.3382,0.0983,302.84,66.9,64.2,67.1
11.84,0.3396,0.0964,306.74,68.9,69.7,66.8
11.872,0.3411,0.0947,310.64,83.3,67.9,68.1
11.904,0.3438,0.0915,310.64,67.7,67.1,63.6
11.936,0.3454,0.0899,314.53,64.2,75.4,65.5
11.968,0.3472,0.0884,318.43,66.3,67.3,69.9
12.0,0.349,0.0869,322.33,57.4,71.2,60.8
12.032,0.3509,0.0856,326.23,62.8,71.3,61.8
12.064,0.3529,0.0845,329.98,73.7,66.4,67.2
12.096,0.355,0.0835,333.88,66.0,71.4,63.2
12.128,0.3571,0.0826,337.78,59.3,68.2,64.4
12.16,0.3593,0.0819,341.67,75.1,63.5,63.5
12.192,0.3616,0.0813,345.57,65.6,71.4,67.4
12.224,0.3638,0.0809,349.47,68.6,62.9,68.3
12.256,0.3661,0.0806,353.36,66.3,66.6,59.0
12.288,0.3685,0.0805,357.26,85.9,71.3,66.6
12.32,0.3726,0.0803,357.26,63.1,64.7,71.3
12.352,0.3748,0.0804,361.02,67.7,57.3,77.2
12.384,0.3771,0.0806,364.92,69.9,66.7,62.9
12.416,0.3794,0.0809,368.81,72.6,66.2,63.7
12.448,0.3817,0.0814,372.71,66.8,64.0,68.6
12.48,0.3838,0.0821,376.47,65.1,71.2,68.2
12.512,0.3861,0.0829,380.5,71.5,66.2,65.9
12.544,0.3882,0.0839,384.4,85.4,71.7,68.7
12.576,0.3919,0.0856,384.4,68.5,68.6,60.7
12.608,0.3939,0.0866,388.16,65.5,62.7,62.9
12.64,0.3959,0.0878,392.06,73.8,63.7,69.6
12.672,0.3978,0.0892,395.95,66.9,71.2,65.8
12.704,0.3995,0.0907,399.85,62.5,64.4,66.3
12.736,0.4012,0.0923,403.75,63.8,68.7,69.6
12.768,0.4028,0.094,407.64,79.7,57.1,67.9
12.8,0.4042,0.0958,411.54,78.2,63.5,64.5
12.832,0.4055,0.0977,415.44,74.3,64.6,66.8
12.864,0.4067,0.0997,419.33,63.6,66.3,68.2
12.896,0.4077,0.1017,423.09,68.8,72.3,59.8
12.928,0.4086,0.1039,426.99,65.4,72.4,66.4
12.96,0.4094,0.1061,430.88,64.0,69.0,67.1
12.992,0.41,0.1083,434.78,81.0,62.3,67.4
13.024,0.4111,0.1123,434.78,64.2,70.1,68.9
13.056,0.4115,0.1145,438.68,70.8,65.4,67.6
13.088,0.4118,0.1168,442.58,73.7,67.6,65.3
13.12,0.412,0.1192,446.47,62.9,68.4,73.9
13.152,0.412,0.1214,450.23,61.4,68.8,73.3
13.184,0.4118,0.1237,454.13,67.8,64.3,69.1
13.216,0.4115,0.126,458.02,64.3,65.5,69.2
13.248,0.411,0.1283,461.92,73.5,69.8,59.4
13.28,0.4104,0.1305,465.82,75.6,73.3,69.6
13.312,0.4096,0.1327,469.71,72.5,71.7,70.7
13.344,0.4087,0.1348,473.61,74.9,68.6,66.0
13.376,0.4076,0.1369,477.51,76.1,62.4,61.0
13.408,0.4064,0.1388,481.41,79.2,64.7,66.5
13.44,0.4051,0.1407,485.16,74.7,67.3,66.4
13.472,0.4036,0.1425,489.06,63.3,68.1,67.2
13.504,0.402,0.1442,492.96,72.7,68.6,62.1
13.536,0.4004,0.1458,496.85,72.6,64.8,65.4
13.568,0.3986,0.1472,500.75,67.6,69.0,68.5
13.6,0.3967,0.1486,504.65,70.5,72.4,63.5
13.632,0.3947,0.1498,508.54,69.7,70.7,70.8
13.664,0.3926,0.1509,512.44,67.1,66.2,65.0
13.696,0.3906,0.1518,516.2,69.0,68.4,64.2
13.728,0.3884,0.1526,520.1,74.0,67.7,69.7
13.76,0.3862,0.1532,523.99,75.4,62.6,70.1
13.792,0.3839,0.1537,527.89,73.4,66.1,68.7
13.824,0.3816,0.154,531.79,67.3,63.8,69.9
13.856,0.3793,0.1542,535.68,66.1,72.3,68.5
13.888,0.377,0.1542,539.58,67.5,65.7,62.8
13.92,0.3747,0.1541,543.48,63.0,69.7,63.4
13.952,0.3724,0.1538,547.37,68.8,63.7,70.4
13.984,0.3702,0.1533,551.13,61.4,64.2,62.8
14.016,0.3679,0.1527,555.03,64.7,71.2,62.8
14.048,0.3657,0.152,558.93,67.3,72.5,67.7
14.08,0.3636,0.1511,562.82,69.8,64.4,73.9
14.112,0.3615,0.15,566.72,66.8,66.4,72.1
14.144,0.3595,0.1489,570.62,61.8,68.7,63.7
14.176,0.3576,0.1475,574.51,66.8,68.1,65.0
14.208,0.3558,0.1461,578.41,67.2,75.0,71.6
14.24,0.3541,0.1445,582.31,67.1,63.5,66.4
14.272,0.3525,0.1429,586.06,62.5,69.5,63.6
14.304,0.351,0.1411,589.96,66.5,69.7,67.1
14.336,0.3497,0.1393,593.86,66.6,59.8,61.1
14.368,0.3484,0.1373,597.76,62.6,67.2,67.1
14.4,0.3473,0.1353,601.65,64.2,66.6,69.9
14.432,0.3464,0.1332,605.55,60.2,64.5,67.7
14.464,0.3453,0.1311,601.65,66.9,69.3,66.8
14.496,0.3443,0.129,605.55,67.1,60.6,65.6
14.528,0.3432,0.127,601.65,94.7,68.8,70.0
14.56,0.342,0.1251,597.89,99.1,66.8,64.6
14.592,0.3398,0.1216,597.89,104.0,62.0,70.2
14.624,0.3377,0.1181,597.76,111.0,62.8,64.6
14.656,0.3363,0.1163,593.86,113.0,67.5,61.9
14.688,0.3339,0.113,593.86,115.5,65.7,60.5
14.72,0.3324,0.1112,589.96,119.2,64.9,66.3
14.752,0.3297,0.108,589.96,126.8,60.8,64.5
